cod.categoria,grupo,natureza,status,data.pagamento,cod.conta,cod.cliente,valor
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-01,1895907944,1974973095,"100,28"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-01,1895907944,1975044435,"109,04"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-01,1895907944,1978438446,"104,11"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-02,1895907944,1975085205,"100,73"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-02,1895907944,1975113213,"99,45"
2.05.05,CONTAS A PAGAR,P,PAGO,2022-01-03,1895907937,1905015581,"2,05"
2.03.01,CONTAS A PAGAR,P,PAGO,2022-01-03,1895907698,1958649764,"2299,26"
2.03.01,CONTAS A PAGAR,P,PAGO,2022-01-03,1895907698,1905332860,"596,63"
2.03.01,CONTAS A PAGAR,P,PAGO,2022-01-03,1895907698,1905339857,"462,42"
2.03.01,CONTAS A PAGAR,P,PAGO,2022-01-03,1895907698,1905333848,"1001,36"
2.03.01,CONTAS A PAGAR,P,PAGO,2022-01-03,1895907698,1899244822,"1228,07"
2.01.04,CONTAS A PAGAR,P,PAGO,2022-01-03,1895907098,1906918681,"832,72"
2.03.01,CONTAS A PAGAR,P,PAGO,2022-01-03,1895907098,1895902891,"520,58"
2.03.01,CONTAS A PAGAR,P,PAGO,2022-01-03,1895907098,1909085440,"515,26"
2.03.01,CONTAS A PAGAR,P,PAGO,2022-01-03,1895907098,1905331003,"1548,45"
2.03.01,CONTAS A PAGAR,P,PAGO,2022-01-03,1895907098,1905331901,"911,61"
2.12.03,CONTAS A PAGAR,P,PAGO,2022-01-03,1895907098,1982167314,"135,65"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-03,1895907937,1934578107,"106,02"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-03,1895907937,1975216894,"101,89"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-03,1895907937,1976075145,"192,05"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-03,1895907937,1964996253,"103,29"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-03,1895907944,1975991289,"105,87"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-03,1895907944,1975966435,"202,2"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-03,1895907944,1976075142,"107,36"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-03,1895907944,1975555778,"105,28"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-03,1895907944,1975210830,"107,36"
2.07.04,CONTAS A PAGAR,P,PAGO,2022-01-04,1895907098,1978631475,"89,12"
2.07.04,CONTAS A PAGAR,P,PAGO,2022-01-04,1895907098,1908335951,"76,2"
2.07.04,CONTAS A PAGAR,P,PAGO,2022-01-04,1895907098,1978631507,"2033,57"
2.07.04,CONTAS A PAGAR,P,PAGO,2022-01-04,1895907098,1925529959,"198,52"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-04,1895907098,1900962374,"8,1"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-04,1895907937,1976973923,"93,9"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-04,1895907937,1976973901,"208,75"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-04,1895907937,1976973928,"134,56"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-04,1895907944,1977292150,"100,28"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-04,1895907944,1980059953,"102,31"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-04,1895907944,1980052901,"104,34"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-04,1895907944,1977291982,"103,51"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-04,1895907944,1978430868,"107,36"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-04,1895907944,1977423991,"95,55"
2.05.05,CONTAS A PAGAR,P,PAGO,2022-01-04,1895907937,,"29,32"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-04,1974852706,,"0,01"
2.05.04,CONTAS A PAGAR,P,PAGO,2022-01-04,1895907098,,"4,81"
2.05.04,CONTAS A PAGAR,P,PAGO,2022-01-04,1895907098,,"55,26"
2.04.07,CONTAS A PAGAR,P,PAGO,2022-01-05,1895907098,1903209337,"268,25"
2.04.05,CONTAS A PAGAR,P,PAGO,2022-01-05,1895907098,1910436765,"104,03"
2.04.05,CONTAS A PAGAR,P,PAGO,2022-01-05,1895907098,1910436765,"116,26"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-05,1895907098,1900962374,"1,24"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-05,1895907937,1978430137,"100,96"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-05,1895907937,1978633241,"103,19"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-05,1895907937,1978632909,"99,86"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-05,1895907937,1978534517,"108,05"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-05,1895907937,1978514350,"106,97"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-05,1895907937,1978430132,"98,27"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-05,1895907937,1978504832,"97,27"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-05,1895907944,1978546900,"99,27"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-05,1895907944,1979900411,"104,81"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-05,1895907944,1978537936,"97,21"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-05,1895907944,1978568061,"103,74"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-05,1895907944,1978625549,"105,63"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-05,1895907098,1959364164,"86,07"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-05,1895907098,1959364164,"3,19"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-05,1895907944,1978591178,"99,45"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-05,1895907944,1978516808,"98,14"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-05,1895907944,1978508112,"102,1"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-05,1895907944,1978537983,"102,1"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-05,1895907944,1978500201,"100,12"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-05,1974852706,,"0,01"
2.07.04,CONTAS A PAGAR,P,PAGO,2022-01-06,1895907098,1978631507,"18,62"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-06,1895907937,1936283158,"491,02"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-06,1895907937,1980121035,"115,49"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-06,1895907944,1980121387,"102,69"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-06,1895907944,1979930477,"102,22"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-06,1895907944,1980124252,"198,02"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-06,1895907944,1979986298,"105,16"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-06,1895907944,1980003166,"104,24"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-06,1974852706,,"0,01"
1.01.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-07,1895907937,1959359272,"3572,63"
2.03.07,CONTAS A PAGAR,P,PAGO,2022-01-07,1895907098,1925602749,"1300,67"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-07,1895907098,1900962374,"4,56"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-07,1895907937,1978514350,"104,92"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-07,1895907937,1980986187,"200,7"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-07,1895907937,1980884772,"98,27"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-07,1895907944,1981677716,"105,63"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-07,1895907944,1980953912,"111,28"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-07,1895907944,1981012268,"96,52"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-07,1895907944,1980906357,"95,55"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-07,1895907944,1981067989,"102,1"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-07,1895907944,1980924527,"96,15"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-07,1895907944,1980886754,"100,12"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-07,1895907944,1980892222,"96,15"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-07,1974852706,,"0,01"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-08,1895907937,1981783136,"100,28"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-08,1895907944,1981779628,"113,22"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-08,1895907944,1981957878,"96,15"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-08,1974852706,,"0,02"
2.13.01,CONTAS A PAGAR,P,PAGO,2022-01-08,1914767605,,"120,72"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-09,1895907937,1982079507,"143,45"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-09,1895907944,1982161447,"109,04"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-09,1895907944,1983124845,"108,88"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-09,1895907944,1982159211,"98,47"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-09,1895907944,1982071325,"98,47"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-09,1895907944,1982064291,"100,12"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-09,1974852706,,"0,01"
2.02.03,CONTAS A PAGAR,P,PAGO,2022-01-10,1914767605,1941869977,"1052,63"
2.02.03,CONTAS A PAGAR,P,PAGO,2022-01-10,1914767605,1941998652,"1582,65"
2.02.03,CONTAS A PAGAR,P,PAGO,2022-01-10,1914767605,1941998652,"1665,21"
2.04.01,CONTAS A PAGAR,P,PAGO,2022-01-10,1895907098,1982259523,"1870,3"
2.08.02,CONTAS A PAGAR,P,PAGO,2022-01-10,1895907098,1982262526,"109,8"
2.01.02,CONTAS A PAGAR,P,PAGO,2022-01-10,1895907098,1902613381,"2695,26"
2.12.03,CONTAS A PAGAR,P,PAGO,2022-01-10,1895907098,1982167314,"135,65"
2.13.01,CONTAS A PAGAR,P,PAGO,2022-01-10,1895907098,1916647677,"54,25"
2.04.01,CONTAS A PAGAR,P,PAGO,2022-01-10,1895907098,1915558048,"1458,84"
2.03.10,CONTAS A PAGAR,P,PAGO,2022-01-10,1895907098,1911410633,"2717,09"
2.13.01,CONTAS A PAGAR,P,PAGO,2022-01-10,1895907098,1925573418,"832,39"
2.04.07,CONTAS A PAGAR,P,PAGO,2022-01-10,1895907098,1910436765,"108,27"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-10,1895907098,1900962374,"226,54"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-10,1895907937,1982207847,"115,34"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-10,1895907937,1982347659,"103,9"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-10,1895907937,1982345309,"106,03"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-10,1895907944,1982356288,"100,28"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-10,1895907944,1982260184,"97,21"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-10,1895907944,1982221014,"106,68"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-10,1895907944,1983903937,"102,15"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-10,1895907944,1982357791,"97,14"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-10,1895907944,1982261363,"96,15"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-10,1974852706,,"0,01"
2.02.03,CONTAS A PAGAR,P,PAGO,2022-01-11,1914767605,1941869977,"1096,04"
2.02.03,CONTAS A PAGAR,P,PAGO,2022-01-11,1914767605,1941998652,"1631,77"
2.02.03,CONTAS A PAGAR,P,PAGO,2022-01-11,1914767605,1941998652,"1645,32"
2.01.03,CONTAS A PAGAR,P,PAGO,2022-01-11,1895907098,1983080631,"21957,95"
1.01.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-11,1895907098,1956919753,"8371,01"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-11,1895907098,1900962374,"61,39"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-11,1895907937,1983128777,"199,72"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-11,1895907937,1983124232,"101,89"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-11,1895907937,1982989832,"99,27"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-11,1895907937,1983084787,"97,27"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-11,1895907944,1983903959,"100,28"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-11,1895907944,1983050428,"103,75"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-11,1895907944,1983032226,"102,69"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-11,1895907944,1983071164,"105,88"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-11,1895907944,1983127160,"196,08"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-11,1895907944,1984828369,"105,83"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-11,1895907944,1983121434,"95,55"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-11,1895907944,1983128055,"97,5"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-11,1895907944,1983113604,"97,14"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-11,1895907944,1983124851,"99,13"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-11,1974852706,,"0,02"
2.08.02,CONTAS A PAGAR,P,PAGO,2022-01-12,1895907098,1984124333,"402,88"
1.01.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-12,1895907098,1971854153,"7139,63"
2.05.04,CONTAS A PAGAR,P,PAGO,2022-01-12,1895907098,1900962374,"2,98"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-12,1895907937,1983011826,"59,09"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-12,1895907937,1983903058,"97,86"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-12,1895907937,1984021914,"103,29"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-12,1895907944,1983905063,"192,2"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-12,1895907944,1985601941,"100,42"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-12,1974852706,,"0,02"
1.01.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-13,1895907098,1971854153,"769,96"
2.05.04,CONTAS A PAGAR,P,PAGO,2022-01-13,1895907098,1900962374,"2,98"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-13,1895907937,1985704856,"60,88"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-13,1895907944,1984952991,"98,21"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-13,1895907944,1986766175,"119,1"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-13,1895907944,1984997946,"100,12"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-13,1895907944,1985729995,"98,14"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-13,1895907944,1984873347,"96,15"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-13,1974852706,,"0,03"
2.13.01,CONTAS A PAGAR,P,PAGO,2022-01-13,1914767605,,"16,16"
1.01.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-14,1895907098,1946506042,"5863,21"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-14,1895907937,1985659593,"102,84"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-14,1895907937,1985719068,"99,27"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-14,1895907944,1985733947,"99,27"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-14,1895907944,1985595567,"103,32"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-14,1895907944,1985614492,"100,73"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-14,1895907944,1986766106,"109,04"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-14,1895907944,1985659341,"103,75"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-14,1895907944,1985708896,"103,75"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-14,1895907944,1985729127,"103,75"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-14,1895907944,1985732343,"101,21"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-14,1895907944,1985719086,"111,28"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-14,1895907944,1986021296,"109,07"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-14,1895907944,1985735139,"204,44"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-14,1895907944,1986766119,"105,28"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-14,1895907944,1985601941,"107,36"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-14,1895907944,1985732338,"100,42"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-14,1895907944,1985973521,"98,14"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-14,1895907944,1985654766,"97,14"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-14,1974852706,,"0,03"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-15,1895907937,1986268066,"100,96"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-15,1895907944,1986394955,"103,75"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-15,1895907944,1986421607,"110,16"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-15,1895907944,1986271778,"99,13"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-15,1974852706,,"0,03"
2.13.01,CONTAS A PAGAR,P,PAGO,2022-01-16,1914767605,2038538477,"3189,17"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-16,1895907937,1986843910,"103,98"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-16,1895907937,1986843898,"111,29"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-16,1895907944,1986922783,"110,21"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-16,1895907944,1986843158,"101,11"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-16,1895907944,1986843134,"101,11"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-16,1895907944,1986843143,"96,15"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-16,1974852706,,"0,02"
1.01.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-17,1895907937,1986887683,"939,2"
1.01.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-17,1895907937,1986885808,"911,57"
2.08.02,CONTAS A PAGAR,P,PAGO,2022-01-17,1895907098,1914767722,"786,33"
2.04.01,CONTAS A PAGAR,P,PAGO,2022-01-17,1895907098,1914767870,"1537,84"
2.04.01,CONTAS A PAGAR,P,PAGO,2022-01-17,1895907098,1914767870,"1846,44"
2.05.04,CONTAS A PAGAR,P,PAGO,2022-01-17,1895907098,1900962374,"8,86"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-17,1895907098,1900962374,"13,53"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-17,1895907937,1986843921,"98,27"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-17,1895907944,1986843190,"104,18"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-17,1895907944,1987511289,"110,59"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-17,1895907944,1986931654,"106,95"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-17,1895907944,1986958016,"95,55"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-17,1895907944,1986936157,"96,52"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-17,1974852706,,"0,01"
1.01.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-18,1895907937,1987540932,"893,16"
1.01.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-18,1895907937,1986805337,"838,23"
1.01.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-18,1895907098,1939367871,"786,75"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-18,1895907937,1987661771,"103,85"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-18,1895907937,1987551376,"117,87"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-18,1895907944,1986843198,"96,78"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-18,1895907944,1987547881,"106,88"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-18,1895907944,1987659280,"97,14"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-18,1895907944,1987578578,"97,14"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-18,1895907944,1987603492,"99,13"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-18,1974852706,,"0,04"
1.01.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-18,1895907098,,"3085,9"
1.01.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-18,1895907098,,"1497,12"
2.02.03,CONTAS A PAGAR,P,PAGO,2022-01-19,1914767605,1941869977,"10059,69"
2.02.03,CONTAS A PAGAR,P,PAGO,2022-01-19,1914767605,1941998652,"8914,97"
2.08.02,CONTAS A PAGAR,P,PAGO,2022-01-19,1895907098,1987661397,"447,1"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-19,1895907937,1988927119,"104,92"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-19,1895907937,1988927094,"114,89"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-19,1895907937,1989097991,"100,28"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-19,1895907944,1987663978,"102,15"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-19,1895907944,1988986004,"104,18"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-19,1895907944,1989012363,"99,45"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-19,1895907944,1989012314,"96,15"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-19,1895907944,1989113484,"100,12"
2.05.05,CONTAS A PAGAR,P,PAGO,2022-01-19,1895907944,,"10,52"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-19,1974852706,,"0,05"
2.08.02,CONTAS A PAGAR,P,PAGO,2022-01-20,1895907098,1902592028,"16,32"
2.03.06,CONTAS A PAGAR,P,PAGO,2022-01-20,1895907098,1925594636,"4962,64"
2.03.08,CONTAS A PAGAR,P,PAGO,2022-01-20,1895907098,1925594636,"311,44"
2.03.08,CONTAS A PAGAR,P,PAGO,2022-01-20,1895907098,1925594636,"72,44"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-20,1895907098,1900962374,"21,06"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-20,1895907937,1989667704,"199,72"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-20,1895907937,1989806098,"99,27"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-20,1895907944,1989671205,"96,78"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-20,1895907944,1989828562,"109,04"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-20,1895907944,1989675894,"105,88"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-20,1895907944,1992995067,"194,52"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-20,1895907944,1989753168,"102,1"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-20,1974852706,,"0,04"
1.01.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-21,1895907937,1991764138,"902,37"
1.01.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-21,1895907937,1991938346,"881,43"
2.04.09,CONTAS A PAGAR,P,PAGO,2022-01-21,1895907098,1982259523,"358,76"
2.08.02,CONTAS A PAGAR,P,PAGO,2022-01-21,1895907098,1902592028,"47,68"
2.04.04,CONTAS A PAGAR,P,PAGO,2022-01-21,1895907098,1900931378,"74,08"
2.04.04,CONTAS A PAGAR,P,PAGO,2022-01-21,1895907098,1900931378,"227,35"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-21,1895907098,1900962374,"2,45"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-21,1895907937,1990707261,"111,91"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-21,1895907937,1990688313,"100,96"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-21,1895907937,1990775570,"109,2"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-21,1895907937,1992165676,"59,09"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-21,1895907937,1990655381,"103,29"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-21,1895907937,1989706596,"99,27"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-21,1895907944,1991415120,"106,64"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-21,1895907944,1990905345,"107,69"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-21,1895907944,1989824827,"96,52"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-21,1895907944,1990655698,"96,15"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-21,1974852706,,"0,05"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-22,1895907937,1991536035,"117,62"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-22,1895907937,1991592766,"104,53"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-22,1895907944,1991442412,"103,74"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-22,1895907944,1991594711,"105,88"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-22,1895907944,1991489345,"102,15"
1.02.02,CONTAS A RECEBER,R,RECEBIDO,2022-01-22,1974852706,,"0,06"
1.05.01,CONTAS A RECEBER,R,RECEBIDO,2022-01-23,1895907937,1991727818,"111,66"
